timestamp,weights,quantities
1743465600,"ETHUSDC:0.0,SOLUSDC:0.0,ZROUSDC:0.0,NEARUSDC:0.0,RUNEUSDC:0.0,ICPUSDC:0.0,PYTHUSDC:0.0,JTOUSDC:0.0,SKLUSDT:0.0,DFUSDC:0.0,LPTUSDT:0.0,WUSDC:0.0,LDOUSDC:0.0,FTTUSDT:0.0,WLDUSDC:0.0,ALGOUSDC:0.0,APTUSDC:0.0,KDAUSDT:0.0,USDPUSDT:0.0,STRKUSDC:0.0,RENDERUSDC:0.0,ARUSDC:0.0,IOUSDC:0.0,CKBUSDC:0.0,MINAUSDT:0.0,GRTUSDT:0.0,C98USDT:0.0,PERPUSDT:0.0,SEIUSDC:0.0,FLOWUSDT:0.0,MANTAUSDC:0.0,COMBOUSDT:0.0",
1743465600,"ETHUSDC:0.0,SOLUSDC:0.0,ZROUSDC:0.0,NEARUSDC:0.0,RUNEUSDC:0.0,ICPUSDC:0.0,PYTHUSDC:0.0,JTOUSDC:0.0,SKLUSDT:0.0,DFUSDC:0.0,LPTUSDT:0.0,WUSDC:0.0,LDOUSDC:0.0,FTTUSDT:0.0,WLDUSDC:0.0,ALGOUSDC:0.0,APTUSDC:0.0,KDAUSDT:0.0,USDPUSDT:0.0,STRKUSDC:0.0,RENDERUSDC:0.0,ARUSDC:0.0,IOUSDC:0.0,CKBUSDC:0.0,MINAUSDT:0.0,GRTUSDT:0.0,C98USDT:0.0,PERPUSDT:0.0,SEIUSDC:0.0,FLOWUSDT:0.0,MANTAUSDC:0.0,COMBOUSDT:0.0",
